,id,tweet,label,score
41,10982,@TheBarmyArmy looking forward to div 2 next year @AndyBarmyArmy? #revenge #leictershireaway #therey,anger,NONE
42,10983,@TheBarmyArmy looking forward to div 2 next year @AndyBarmyArmy?  #leictershireaway #therey,anger,NONE
43,10984,@aGirlHasNo_Name @MdlMurray shot by black police woman Typical looney toon thinking.#Hillary #divide #anger #chaos,anger,NONE
44,10985,Can't believe @virginmedia are putting their prices up!! They already know I'm struggling to pay my bill &amp; won't change my package!! ,anger,NONE
45,10986,Can't believe @virginmedia are putting their prices up!! They already know I'm struggling to pay my bill &amp; won't change my package!! #raging,anger,NONE
46,10987,Yal aggravate tf outta me acting lying yal can't tell the difference between a dyke and a man. RARELY is it that hard to tell the difference,anger,NONE
47,10988,If i could just get my line to block!  #germantownbroncos #lilleague #popwarner #Broncos #usafootball #offense #lineman,anger,NONE
48,10989,Star trek online has a update to download oh fuming yay,anger,NONE
49,10990,@NewAgeInsiders @ChaoticWrestlin @davienne_long make sure you tell them how scared you are #revenge ðð¼ðð¼,anger,NONE
50,10991,"@SpookyHelder ...specifically are the cause of it all, and they resent being considered the enemy.",anger,NONE
51,10992,The war is right outside your door #rage #USAToday,anger,NONE
52,10993,The war is right outside your door  #USAToday,anger,NONE
53,10994,"A guy was raging so hard during a rocket league game, when i beat him he started crying and i was laughing so hard lol",anger,NONE
54,10995,@donlemon listening to these politicians is making me so #angry I'm so fucking tired of political speak by career politicians @PatMcCroryNC,anger,NONE
55,10996,Bored rn leave Kik/Snapchat #kik #kikme #kikmessage #boredaf #bored #snapchatme #snapchat #snap #country #countrygirl,anger,NONE
56,10997,Bored rn leave Kik/Snapchat #kik #kikme #kikmessage #boredaf #bored #snapchatme #snapchat  #country #countrygirl,anger,NONE
57,10998,"@easyJet Hi folks. Flight is going to be over an hour late departing from INV (EZY864), how do we go about getting a refund please? #boiling",anger,NONE
58,10999,"@easyJet Hi folks. Flight is going to be over an hour late departing from INV (EZY864), how do we go about getting a refund please? ",anger,NONE
59,11000,@louiseannexx u fucked my house up I'll always hold a grudge,anger,NONE
60,11001,@josefcd904 @Reddou_Kun @deven_luca @supersoniclemon He also likes incurring Lily's wrath.,anger,NONE
61,11002,@ReadingFC @EFLCup - remind them 'Twenty's Plenty' #revenge!,anger,NONE
62,11003,@ReadingFC @EFLCup - remind them 'Twenty's Plenty' !,anger,NONE
63,11004,@twojacksdetail @bluelivesmtr Very rare an officer just shoots without regard. They don't want that on their conscience. #incite #inflame,anger,NONE
64,11005,@twojacksdetail @bluelivesmtr Very rare an officer just shoots without regard. They don't want that on their conscience. #incite ,anger,NONE
65,11006,"@FakingALeto Gerard finally made it up the stairs with a little huff, his face a little more red than it was before. Having little legs --",anger,NONE
66,11007,After what just happened. In need to smoke. #burning,anger,NONE
67,11008,After what just happened. In need to smoke. ,anger,NONE
68,11009,I really wish my road rage wasn't so damn bad lmaooooo,anger,NONE
69,11010,"@__lucymellor No idea, just exhausted and I was tidying my room and just burst out crying ... fs",anger,NONE
70,11011,"@NahteWilly @AFP that was neither intelligent, definitive or useful shall I name call or would you like to expand on how I have offend you ?",anger,NONE
71,11012,when you think you've got it together for a day then you randomly burst out crying,anger,NONE
72,11013,"You offend me, @Tansorma",anger,NONE
73,11014,@jamielamieee @gerbicapiral_ @Dory then I look at you and we burst out laughing,anger,NONE
74,11015,"@WellerMonica Hi Monica, I write regularly for @ctysmallholding  - but not on bees - never dared try them #buzz #sting #HONEY",anger,NONE
75,11016,"@WellerMonica Hi Monica, I write regularly for @ctysmallholding  - but not on bees - never dared try them #buzz  #HONEY",anger,NONE
76,11017,@smendler (2)  Watch out for ppl who have been filled w/ impotent rage over time - they can be led to do just about anything,anger,NONE
77,11018,I just killed a spider so big it sprayed spider guts on me like a horror movie.\n#ugh #revenge,anger,NONE
78,11019,@SopanDeb @johnrobertsFox @azizansari Let's not stereotype all South Asians as relentless beat reporters.,anger,NONE
79,11020,@Alex_Philip2648 it's a step up from boiling broccoli tbh,anger,NONE
80,11021,@rohan_connolly i think your high-profile female colleague would be one in yhat category... #massexodus ,anger,NONE
81,11022,@rohan_connolly i think your high-profile female colleague would be one in yhat category... #massexodus #bitter,anger,NONE
82,11023,"@EE whats with the 50p a minute charge to 150, insult to injury",anger,NONE
83,11024,"Last night, the Rev. Dr. Earl Johnson spoke to Wake Progressive #Democrats on transforming #moral #outrage into effective political #action.",anger,NONE
84,11025,Repeal/remove the 'Johnson Amendment'. It is a direct affront to the First Amendment of the Constitution.,anger,NONE
85,11026,I HATE little girls ð¡ð¡ got a lot off growing up to do!!! #fuming,anger,NONE
86,11027,I HATE little girls ð¡ð¡ got a lot off growing up to do!!! ,anger,NONE
87,11028,"-- used as a pawn in this red woman's game] For now, try not to fret and act as if nothing is amiss. This is a royal -- @TheLadyOfGlenco",anger,NONE
88,11029,Police: Atlanta rapper Shawty Lo killed in fiery car crash,anger,NONE
89,11030,@JamieRJN She's all over the political map in her relentless pursuit of power.,anger,NONE
90,11031,No one's gonna chill bc fake outrage is fun or w/e but SPACE COLLEGE,anger,NONE
91,11032,I almost feel offended that she thinks that's a big deal. She's knows I'll literally do anything for her or Kai.,anger,NONE
92,11033,"And to discriminate only generates hate\nAnd when you hate then you're bound to get irate,",anger,NONE
93,11034,Weak people revenge. Strong people forgive. Intelligent people ignore.,anger,NONE
94,11035,I wanna kill you and destroy you. I want you died and I want Flint back. #emo #scene #anger #fuck #die #hatered,anger,NONE
95,11036,I wanna kill you and destroy you. I want you died and I want Flint back. #emo #scene  #fuck #die #hatered,anger,NONE
96,11037,I wanna kill you and destroy you. I want you died and I want her back. #emo #scene  #fuck #die #hatered,anger,NONE
97,11038,I wanna kill you and destroy you. I want you died and I want her back. #emo #scene #anger #fuck #die #hatered,anger,NONE
98,11039,Using multiple combs simultaneously is what I like to call impressive work!!    ;-O  #ohsnap #daaamn,anger,NONE
99,11040,Using multiple combs simultaneously is what I like to call impressive work!!    ;-O #snap #ohsnap #daaamn,anger,NONE
100,11041,Nothing is more relentless than a dog begging for food,anger,NONE
101,11042,ok so i got my madden 17 refunded but now i gotta wait a few days for the money and now gotta pre-order fifa again....,anger,NONE
102,11043,@Deadspin @Rlblack1Rob My guess is he's just a convenient target for misplaced anger.  What they're really mad at is how they played.,anger,NONE
103,11044,People that smoke cigarettes irritate my soul.,anger,NONE
104,11045,Favourite quote of the year so far is by @ameliameech 'I swore at a parsnip' ð ,anger,NONE
105,11046,Favourite quote of the year so far is by @ameliameech 'I swore at a parsnip' ð #raging,anger,NONE
106,11047,Threat factors in respect to provocation bulb worm: BnQo,anger,NONE
107,11048,#Scorpio always seek revenge!,anger,NONE
108,11049,"â Self-hatred gives rise to fury, fury to the desire for self-change.",anger,NONE
109,11050,You sting like a bee but you're still my honey.,anger,NONE
110,11051,"if u have time 2 open a snap, u have time 2 respond",anger,NONE
111,11052,"This may offend some, but I say u never trust a cop ð of any color, but especially not a white 1(the evidence is clear)! The klan has awoke",anger,NONE
112,11053,"@JoeShennan Meanwhile @JoshuaMurrayBM and I are getting a 7.40am train. I hope you really, really enjoy that hotel, Shennan. #fuming",anger,NONE
113,11054,"@JoeShennan Meanwhile @JoshuaMurrayBM and I are getting a 7.40am train. I hope you really, really enjoy that hotel, Shennan. ",anger,NONE
114,11055,"#ForgivenessÂ might make us look #weak, but the weakest person is the one who holds #anger, #hatred, and #revenge.",anger,NONE
115,11056,"#ForgivenessÂ might make us look #weak, but the weakest person is the one who holds #anger, #hatred, and .",anger,NONE
116,11057,@WinchesterGank If only. Lol I just wish once he understood the crazy of his rabid fans &amp; addressed it.,anger,NONE
117,11058,The way @AvailableCar wash their hands of their mistakes is disgraceful. Left driving round on a tyre that can burst at any moment,anger,NONE
118,11059,"People will talk, words will sting, but how you handle that is what differs you from them. Be like them or change the culture?#BeDifferent",anger,NONE
119,11060,"Be quick to #listen, slow to #speak, and slow to #anger.",anger,NONE
120,11061,"Be quick to #listen, slow to #speak, and slow to .",anger,NONE
121,11062,"@Yannarell @LOLGOP Despite your #outrage fatigue, don't lose your shine",anger,NONE
122,11063,Police don't wanna be called pigs but they keep actin like em....honestly that's even an insult to pigs,anger,NONE
123,11064,troubled soul don't loose your heart 'cause joy and peace he brings and the beauty that's in store outweighs the hurt of life's sting.,anger,NONE
124,11065,We floated like butterflies. Now you sting like bees!',anger,NONE
125,11066,"I don't like pineapple I only eat them on pizza, they lose the sting when they get cooked.",anger,NONE
126,11067,Ok but how are the fast &amp; furious movies NOT classified as comedy's? ð¤,anger,NONE
127,11068,@Shonna_Ludi @_braaaat_ ððð­ð­ð­ resentment,anger,NONE
128,11069,no offense but the doctor crying tears of joy after realizing he has a family for christmas is Cute,anger,NONE
129,11070,@JankHambrams You sound like my husband @Enistachia ... he makes hotter and hotter sauce - the fiery torment brings him mouth-joy! ð¥,anger,NONE
130,11071,"warning: i am a sensitive, angry, insecure baby today, but UGH why do people at large either hate or ignore me bc it is literally~the worst~",anger,NONE
131,11072,Karev better not be out!!! Or I am seriously done DONE with @GreysABC  #unfair #ugh,anger,NONE
132,11073,A black female LEOð was shot 8 times and died in Philadelphia --Where's the #outrage black people? @BarackObama #Sharpton #blm #TheFive,anger,NONE
133,11074,@JessicaValenti @nytimes I don't know... Wasn't punk mostly about white men throwing tantrums?,anger,NONE
134,11075,Oh daaaaaaamn @SophiaBush! #getitgirl #girlpower #anger #rawr #ChicagoPD,anger,NONE
135,11076,Oh daaaaaaamn @SophiaBush! #getitgirl #girlpower  #rawr #ChicagoPD,anger,NONE
136,11077,I'm deleting all these social media apps off my phone. I might keep snap chat and insta but I'll never be on it.,anger,NONE
137,11078,Panpiper playing Big River outside The Bridges in SR1 #outrage,anger,NONE
138,11079,Panpiper playing Big River outside The Bridges in SR1 ,anger,NONE
139,11080,I base when it's going to rain here off of brills snap stories.,anger,NONE
140,11081,@ColinOccupantz @JasnaBadzak @proremain and there was I thinking #UKIP were a party of angry old men - how wrong can you be!,anger,NONE
141,11082,"@mattstottwrites For me not so much outrage as âoh, using female body to sell something, AGAINâ",anger,NONE
142,11083,Congrats to #Nicole #bb18 ... Fix that nose now ððð» #bitter #petty,anger,NONE
143,11084,Congrats to #Nicole #bb18 ... Fix that nose now ððð»  #petty,anger,NONE
144,11085,"I had Golden Ocean the other day it was lush, then I gagged and was sick... What a waste of Â£20 - I was fuming @EmmaGould_ I miss you",anger,NONE
145,11086,@PearseDoherty @harrymcgee @IrishTimes That might sting for a bit lads but you'll get over it.     #betterwithsinnfein,anger,NONE
146,11087,No offense but to the ppl out there using creams to build your glutes...COME ON. Go squat and what not.,anger,NONE
147,11088,This is a joke @SomersetCCC #fuming,anger,NONE
148,11089,This is a joke @SomersetCCC ,anger,NONE
149,11090,"@UMA1R_ @bilalmahmooduk @Muslim_Scientst i do not offend your Faith unless 1 persecutes me, treat me like a dog, disrespect me and even so",anger,NONE
150,11091,The patriots have the lamest color rush jerseys in the whole nfl #madden (I hope they wear them tonight),anger,NONE
151,11092,no offense but could troye start dming people so i can feel like less of an idiot when i dm him thanks,anger,NONE
152,11093,"ForgivenessÂ might make us look weak, but the weakest person is the one who holds anger, hatred, and revenge.",anger,NONE
153,11094,Instagram seriously sort your sh*t out. I spent ages writing that caption for you to delete it and not post it!! #fume #instagram,anger,NONE
154,11095,Instagram seriously sort your sh*t out. I spent ages writing that caption for you to delete it and not post it!!  #instagram,anger,NONE
155,11096,Trump supports reach another level of irritation within me,anger,NONE
156,11097,People you need to look up the definition of protest. What you are doing is not protesting is called vandalism. #angry #stop,anger,NONE
157,11098,People you need to look up the definition of protest. What you are doing is not protesting is called vandalism.  #stop,anger,NONE
158,11099,RE: #politicallycorrect #BS   What if I am #offended by your assumption the USA should change because you are a 'visitor' &amp; don't like it?,anger,NONE
159,11100,@NJDDanin123 I personally liked #relentless â¦didn't get #OurHouse #OneJersey #werealldevilsinside \nDoes nothing till a puck drops #NJDevils,anger,NONE
160,11101,@Who_JN I've been having a quad shot every day and can sleep right after... it's time to detox ð I get raging migraines without coffee :/,anger,NONE
161,11102,@THATSSHAWTYLO passed away early this morning in a fast and furious styled car crash as he was leaving an ATL strip club. That's rough stuff,anger,NONE
162,11103,@inthefade going back to blissful ignorance?! #fury,anger,NONE
163,11104,@inthefade going back to blissful ignorance?! ,anger,NONE
164,11105,@MarianKeyes the pout tips me over the edge. I am most definitely AGIN. Who the feic bakes with full make up and boots with heels!!!!,anger,NONE
165,11106,ethan was with someone in the car when he did his revenge on grayson,anger,NONE
166,11107,@jonfavs Don King is an insult to the intelligence of the Black Community.  What are these people thinking?,anger,NONE
167,11108,@zavierdaniels had to snap going crazy ð­ð­,anger,NONE
168,11109,Got a $20 tip from a drunk Uber passenger. Today I get a $25 parking ticket. I'd blame karma but my dumb ass forgot to pay the meter. ,anger,NONE
169,11110,Got a $20 tip from a drunk Uber passenger. Today I get a $25 parking ticket. I'd blame karma but my dumb ass forgot to pay the meter. #rage,anger,NONE
170,11111,If I do my homework now I can watch revenge and possibly go out tonight'\n*plays on phone for 2 hours to avoid doing homework,anger,NONE
171,11112,@MegMuphet I wasn't meaning to offend you. I was saying from personal experience. Kids got placed into these classes and they take advantage,anger,NONE
172,11113,@SINice Damn..  Lol..  Maybe it is for the best though..  Her brother might still be lookin for revenge ð,anger,NONE
173,11114,@Red_Magpie @ali_faceache1 @joanna_caron @KCBFD @xMATTxLAWx he's not exactly a rabid tub thumper compared to McTernan now is he.,anger,NONE
174,11115,Dear hipster behind me at the game I am finding it very hard to pay attention while you talk about the politics of grapes of wrath. SHUT UP!,anger,NONE
175,11116,JV girls earn the W vs Stonington 2-1 today. Goals by K Waite and S Winakor. @DeluciaAlexis 1 assist. @mhseccathletics ,anger,NONE
176,11117,JV girls earn the W vs Stonington 2-1 today. Goals by K Waite and S Winakor. @DeluciaAlexis 1 assist. @mhseccathletics #relentless,anger,NONE
177,11118,White people irritate me.,anger,NONE
178,11119,"Y'all bitches be so angry and bitter, that must truly suck lol",anger,NONE
179,11120,@daynutrition @sliqnicq @nytimes I don't listen to White Trash talk about blacks. It's insult. Talk about your race living in trailers,anger,NONE
180,11121,We're going to get City in the next round for a revenge.,anger,NONE
181,11122,Me: *sees incense burner* is this for drugs?,anger,NONE
182,11123,"@daemondave @paulkrugman Hey stupid, that was bad intel to take Bin Laden out. Try again with your faux outrage. I bet u admire Putin right?",anger,NONE
183,11124,@RobertB_Rice Awesome. Another non-native being offended on my behalf. We need more of you in the world. #SaidNoNDNEver. #Paternalism,anger,NONE
184,11125,@JohnJHarwood @GWGMJ30 It's no secret: personal dislike of Trump &amp; animosity has always been present..now magnified with bigotry/racism etc.,anger,NONE
185,11126,So then it's my turn. Soon as he says hi I just burst into tears lmaoo I was so overwhelmed.,anger,NONE
186,11127,@Gielnorian @HedonismGaming cmode grimrail made me want to eat angry bees,anger,NONE
187,11128,"And getting offended or furious that a writers style isn;t to your taste is ultimately daft, I suppose.",anger,NONE
188,11129,When u are strong u offend the weak &amp; insecure. STAY STRONG. Joshua 1:6-9 #god #internationaldayofpeace #actorslife,anger,NONE
189,11130,@o2academybham since when the fuck can you not stand at a concert? #raging,anger,NONE
190,11131,@o2academybham since when the fuck can you not stand at a concert? ,anger,NONE
191,11132,My irritation level is at an all time high today ð,anger,NONE
192,11133,@jagtron1 blacks are good at provoke them selfs blaming on white when black cops shooting blacks,anger,NONE
193,11134,@Piggiewhopays lmao! I can only imagine the frown across that face of yours. #Hilarity,anger,NONE
194,11135,#ADP's #ezlabor web portal has to be THE SLOWEST web app I have ever had the displeasure of using!!,anger,NONE
195,11136,We are raging angry.=1/2 bil $ for 2 pro Liars.(Actors) the most useless people in america Where is ours for working 100 X harder? @FoxNews,anger,NONE
196,11137,@DatGuydARK I wouldn't fret. There's too many opportunities in life to worry about one not working out.,anger,NONE
197,11138,@alour @jkramon1313 you should force your neighbours to pay that!  Those people have some nerve!!!  #outrage #Victim,anger,NONE
198,11139,@clppng #offended the tonys have found a way to leave me out and now y'all have too,anger,NONE
199,11140,Here's a tip for everyone: Stop being offended. End.  #quit #youredumb #liveyourownlife,anger,NONE
200,11141,Here's a tip for everyone: Stop being offended. End. #offended #quit #youredumb #liveyourownlife,anger,NONE
201,11142,These NA kids are relentless,anger,NONE
202,11143,Finally uploaded the file I needed to the university server's drop box. It took like half an hour and a lot of cursing and anger on my part,anger,NONE
203,11144,"@MagicAndFangs 'Just by getting lost! I don't want to see you in my eyes!' Hungary huffed and crossed her arms, looking away angrily.",anger,NONE
204,11145,"Pro Tip: Go back to work when your kid reaches 20 mos old.  Stay home any longer, and you'll be absolutely miserable with the #tantrums.",anger,NONE
205,11146,"Pro Tip: Go back to work when your kid reaches 20 mos old.  Stay home any longer, and you'll be absolutely miserable with the .",anger,NONE
206,11147,Me and these burns that I pick up off the pitches don't get on at all like ð¢ð¢ #sting,anger,NONE
207,11148,Me and these burns that I pick up off the pitches don't get on at all like ð¢ð¢ ,anger,NONE
208,11149,Imagine being bitter when your bias is dating &amp; sending threats to their partner. Like why? That's nasty. And they don't even know you exist,anger,NONE
209,11150,Every dancers dream song #snap #worldpower,anger,NONE
210,11151,Every dancers dream song  #worldpower,anger,NONE
211,11152,@kjwinston11 2.  the N-word. But I think all Afr-Am are entitled to it: we shouldn't take away from them the insult they have claimed back.,anger,NONE
212,11153,Having one of those #angry days. I will have to stop watching #news.,anger,NONE
213,11154,@laureeenwillam can't cope wi her sour face and tiny pout ð¡ð¡,anger,NONE
214,11155,Karev better not be out!!! Or I am seriously done DONE with @GreysABC  #angry #unfair #ugh,anger,NONE
215,11156,"@FoxNews #Poor = #angry and justly so. Offer people some hope! My god, does anyone see this?! #Education should not be for the #elite",anger,NONE
216,11157,Howard Webb always held up as knowing the answers. No red. Sutton and Craigan raging! Hahaha,anger,NONE
217,11158,ICQ is just making me mad!!!ð¤ #icq #angry,anger,NONE
218,11159,ICQ is just making me mad!!!ð¤ #icq ,anger,NONE
219,11160,Ppl like that irritate my soul,anger,NONE
220,11161,Why is it always me picking up the pieces :/ #angry,anger,NONE
221,11162,Why is it always me picking up the pieces :/ ,anger,NONE
222,11163,"I've learned to let go of resentment for people who have hurt me, because keeping it is like swallowing poison and expecting them to die.",anger,NONE
223,11164,Pride and Prejudice is a modern day Keeping up with the Kardashians' - @howsyourdaybin .............I've never been so offended in my life,anger,NONE
224,11165,The outrage over Kessel's tweet by butthurt USA players is hilarious.,anger,NONE
225,11166,@CallumPinner you came in at silly o'clock and woke me up that's what happened #wasted #fuming,anger,NONE
226,11167,@CallumPinner you came in at silly o'clock and woke me up that's what happened #wasted ,anger,NONE
227,11168,@missblair140 AWH tiff you're such a great friend I love you :(( thank you,anger,NONE
228,11169,Oh man it's been so long since I've played #madden I am trash anymore.,anger,NONE
229,11170,I only have to wave a fiery cross and we will f**kin' do this!,anger,NONE
230,11171,"Thou wilt be as valiant as the wrathful dove, or most magnanimous mouse. William Shakesphere",anger,NONE
231,11172,"@SwiftShimada SPARKLES, proud little huff. Still posing mind you.",anger,NONE
232,11173,"No, nipples don't offend me lol. But it's sad to me to see women purposely flaunting/sexualizing their own bodies in a very immodest way.",anger,NONE
233,11174,@thehill no wonder USA is going to shit with such outrage over a simple analogy.,anger,NONE
234,11175,@fixindk @RevoltRazor @dragons1015 Guys don't use that type of language. Save it for raging...,anger,NONE
235,11176,@Remedy0_ switch host no bullet rage.,anger,NONE
236,11177,Thurston offers Gallen a âpeaceâ of his mind: NORTH Queensland playmaker Johnathon Thurston insists he holds no grudge against Paul G...,anger,NONE
237,11178,My back is starting to irritate me and it's barely 2:19 ð,anger,NONE
238,11179,Manchester derby at home #revenge,anger,NONE
239,11180,Manchester derby at home ,anger,NONE
240,11181,Defination of a best friends..!!! \n\na person who opens his mouth just to #insult yu..!! :D :D :D,anger,NONE
241,11182,Nothing more entertaining and frightening than a #bitter #alcoholic trying desperately to get your attention.....,anger,NONE
242,11183,What a fucking muppet.  @jRwild1 #fuming #stalker.,anger,NONE
243,11184,What a fucking muppet.  @jRwild1  #stalker.,anger,NONE
244,11185,@TedLeitner @jesseagler You two are TEN TIMES more interesting than those particular afternoon goofballs (I could say worse). #umbrage,anger,NONE
245,11186,@TedLeitner @jesseagler You two are TEN TIMES more interesting than those particular afternoon goofballs (I could say worse). ,anger,NONE
246,11187,some of the casuals tweets that Vic has faved are making me gag #bitter,anger,NONE
247,11188,some of the casuals tweets that Vic has faved are making me gag ,anger,NONE
248,11189,@loueezecee I don't know how much more of that bloody pout I can take!!,anger,NONE
249,11190,"Note to self ~ Stop laughing at things that offend you, it's ok to get mad at people \n #NoteToSelf  #mad #upset",anger,NONE
250,11191,"@KatherineArabis Itâs taken for granted, while the misogyny in the air is treated as normal â and any angry response to it as pathological.",anger,NONE
251,11192,"@smendler (1) Watch out for memes &amp; statements designed to make you feel outrage, but that don't give you anything to *do* about situation",anger,NONE
252,11193,"Do not be angry with God because you do not get what you want, for God gives most when you expect least.",anger,NONE
253,11194,@downeysduckling nick fury,anger,NONE
254,11195,@Susan_Wilde @oohincensed @TheCanarySays no! Kinda offended that you had to ask,anger,NONE
255,11196,"Yeah I'm hot nigga, they say im burning uhhhhh",anger,NONE
256,11197,@Jacqueline_69 haha! She did well today. I can't get beyond her pout annoying me I'm afraid.,anger,NONE
257,11198,Yo gurls Dm for a tribute ðð¦ #snapme #dm #nudes #tribute #cumtribute #cock  #cum #swallow,anger,NONE
258,11199,Yo gurls Dm for a tribute ðð¦ #snapme #dm #nudes #tribute #cumtribute #cock #snap #cum #swallow,anger,NONE
259,11200,@noris_prosk8r2 (Maybe don't provoke him in the future if you do not want to run the risk of him punching your board.),anger,NONE
260,11201,"@Digger_forum he's also mostly (except for the synthetic testosterone bits) male, you raging sexist!",anger,NONE
261,11202,@UlsterWillFight @VanguardBears Looks like a rabid pack of inbreds.,anger,NONE
262,11203,@douglas_nat @one11north I need it today! Do u know how many fuckin French plaits I had to do this morn with a stroppy 9 yr old! #rage,anger,NONE
263,11204,@douglas_nat @one11north I need it today! Do u know how many fuckin French plaits I had to do this morn with a stroppy 9 yr old! ,anger,NONE
264,11205,"2 biggest fears: incurable STD's and pregnancy...I mean, they're basically the same thing anyway #forlife #annoying #irritation #weirdsmells",anger,NONE
265,11206,"2 biggest fears: incurable STD's and pregnancy...I mean, they're basically the same thing anyway #forlife #annoying  #weirdsmells",anger,NONE
266,11207,"#CharlotteRiots #passion? or #anger act of violence.\nIf mourning for those who have past away, #stayhome  #whyout",anger,NONE
267,11208,resentment is rlly my shit.,anger,NONE
268,11209,i resent being tired and annoyed that the word Wiener is splashed across the news. this should be a slam-dunk for me,anger,NONE
269,11210,@paulsherard @margarethaynie wow I just realized how much of a sexist pig I am! I am truly sorry to anyone I offended,anger,NONE
270,11211,@tony_tr3 I'd say your outrage is the really FAUX outrage.,anger,NONE
271,11212,I can already tell this programme is going to infuriate me #ExtremeWorld,anger,NONE
272,11213,Height of irritation when a person makes a hilarious chusssss.... Plz die....ð¬ð¬,anger,NONE
273,11214,13 hour @bus rides make me #angry #sorry,anger,NONE
274,11215,13 hour @bus rides make me  #sorry,anger,NONE
275,11216,jelly baby is my favourite insult,anger,NONE
276,11217,"She began to squirm beneath @hcllbent, struggling to get out of his relentless grasp. When she realized that the attempt was useless,++",anger,NONE
